let geocoded_ice = 
`recipient_name,total_obligated_amount,Country,Address,County,City,State,"Zip4 Code","Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
"INTERNATIONAL ORGANIZATION FOR MIGRATION",25043629,USA,"1752 N STREET NW STE 600",WASHINGTON,"DISTRICT OF COLUMBIA",DC,200362908,38.907067,-77.040447,1,rooftop,"1752 N St NW","Ste 600","Washington, DC 20036",1752,"N St NW",Ste,600,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
"PARSONS GOVERNMENT SERVICES INC.",24879152.81,USA,"100 W WALNUT ST",PASADENA,"LOS ANGELES",CA,911240001,34.148265,-118.15284,0.87,rooftop,"100 W Walnut St",,"Pasadena, CA 91103",100,"W Walnut St",,,Pasadena,CA,"Los Angeles County",91103,US,"Los Angeles (Los Angeles County license to copy, publish, distribute and/or transmit the Data, to adapt the Data and to exploit the Data for commercial and/or personal use)"
"THE MITRE CORPORATION",24284152.28,USA,"7515 COLSHIRE DR","MC LEAN",FAIRFAX,VA,221027539,38.922233,-77.205006,1,rooftop,"7515 Colshire Dr",,"Mc Lean, VA 22102",7515,"Colshire Dr",,,"Mc Lean",VA,"Fairfax County",22102,US,Fairfax
"ADC LTD NM",24267747.64,USA,"2100 AIR PARK RD SE STE 120",ALBUQUERQUE,BERNALILLO,NM,871063227,35.057886,-106.613974,1,rooftop,"2100 Air Park Rd SE","Ste 120","Albuquerque, NM 87106",2100,"Air Park Rd SE",Ste,120,Albuquerque,NM,"Bernalillo County",87106,US,Albuquerque
"PEN-LINK, LIMITED",24113937.87,USA,"5936 VANDERVOORT DR",LINCOLN,LANCASTER,NE,685162305,40.756586,-96.63857,1,rooftop,"5936 Vandervoort Dr",,"Lincoln, NE 68516",5936,"Vandervoort Dr",,,Lincoln,NE,"Lancaster County",68516,US,Lancaster
"ACUITY INTERNATIONAL, LLC",23897388.49,USA,"10701 PARKRIDGE BLVD",RESTON,FAIRFAX,VA,201914359,38.944657,-77.314382,1,rooftop,"10701 Parkridge Blvd",,"Reston, VA 20191",10701,"Parkridge Blvd",,,Reston,VA,"Fairfax County",20191,US,Fairfax
"GOVCIO, LLC",23342649.72,USA,"101 CONSTITUTION AVE NW STE 100W",WASHINGTON,"DISTRICT OF COLUMBIA",DC,200012153,38.892828,-77.013076,1,rooftop,"101 Constitution Ave NW","Ste 100W","Washington, DC 20001",101,"Constitution Ave NW",Ste,100W,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
"LEXISNEXIS RISK SOLUTIONS INC",22132743,USA,"1000 ALDERMAN DR",ALPHARETTA,FULTON,GA,300054101,34.093891,-84.245918,1,rooftop,"1000 Alderman Dr",,"Alpharetta, GA 30005",1000,"Alderman Dr",,,Alpharetta,GA,"Fulton County",30005,US,"City of Alpharetta"
"IMMIXTECHNOLOGY INC",22119877.29,USA,"8444 WESTPARK DR","MC LEAN",FAIRFAX,VA,221025112,38.925496,-77.236225,1,rooftop,"8444 Westpark Dr",,"Mc Lean, VA 22102",8444,"Westpark Dr",,,"Mc Lean",VA,"Fairfax County",22102,US,Fairfax
"INTEGRATED SECURITY TECHNOLOGIES, INC",21867935.98,USA,"520 HERNDON PKWY STE C",HERNDON,FAIRFAX,VA,201706218,38.955785,-77.379487,1,rooftop,"520 Herndon Pkwy","Ste C","Herndon, VA 20170",520,"Herndon Pkwy",Ste,C,Herndon,VA,"Fairfax County",20170,US,Fairfax
"PERATON RISK DECISION INC.",21624463.02,USA,"1750 FOXTRAIL DR",LOVELAND,LARIMER,CO,805388834,40.410118,-104.997697,1,rooftop,"1750 Foxtrail Dr",,"Loveland, CO 80538",1750,"Foxtrail Dr",,,Loveland,CO,"Larimer County",80538,US,"Larimer (Larimer County)"
"LABORATORY CORPORATION OF AMERICA",21283701.6,USA,"231 MAPLE AVE",BURLINGTON,ALAMANCE,NC,272155848,36.091387,-79.437822,1,rooftop,"231 Maple Ave",,"Burlington, NC 27215",231,"Maple Ave",,,Burlington,NC,"Alamance County",27215,US,Alamance
"CELLEBRITE INC",21242844.98,USA,"7 CAMPUS DR STE 210",PARSIPPANY,MORRIS,NJ,70544413,40.842854,-74.453877,1,rooftop,"7 Campus Dr","Ste 210","Parsippany, NJ 07054",7,"Campus Dr",Ste,210,Parsippany,NJ,"Morris County",07054,US,Morris
"VISTA OUTDOOR SALES LLC",21199770.6,USA,"1 VISTA WAY",ANOKA,ANOKA,MN,553036794,45.214204,-93.411525,1,rooftop,"1 Vista Way",,"Anoka, MN 55303",1,"Vista Way",,,Anoka,MN,"Anoka County",55303,US,Anoka
"JAVA PRODUCTIONS, INC.",20831089.35,USA,"2270 KRAFT DR",BLACKSBURG,MONTGOMERY,VA,240606778,37.197843,-80.40699,1,rooftop,"2270 Kraft Dr SW",,"Blacksburg, VA 24060",2270,"Kraft Dr SW",,,Blacksburg,VA,"Montgomery County",24060,US,"Town of Blacksburg"
"THE ARORA GROUP, INC.",20573386.66,USA,"903 RUSSELL AVE 4TH FL",GAITHERSBURG,MONTGOMERY,MD,208793282,39.158708,-77.213736,1,rooftop,"903 Russell Ave","Fl 4","Gaithersburg, MD 20879",903,"Russell Ave",Fl,4,Gaithersburg,MD,"Montgomery County",20879,US,Montgomery
"HAMILTON ENTERPRISES, LLC",20446064.17,USA,"7233 HANOVER PKWY STE D",GREENBELT,"PRINCE GEORGE'S",MD,207703600,38.988845,-76.876101,1,rooftop,"7233 Hanover Pkwy","Ste D","Greenbelt, MD 20770",7233,"Hanover Pkwy",Ste,D,Greenbelt,MD,"Prince George's County",20770,US,"Prince Georges"
"ICF INCORPORATED, L.L.C.",20183628.76,USA,"1902 RESTON METRO PLAZA",RESTON,FAIRFAX,VA,201905231,38.948311,-77.338296,1,rooftop,"1902 Reston Metro Plz",,"Reston, VA 20190",1902,"Reston Metro Plz",,,Reston,VA,"Fairfax County",20190,US,Fairfax
"AEEC-ARGENTYS LLC",19782911.86,USA,"12 S SUMMIT AVE",GAITHERSBURG,MONTGOMERY,MD,208772089,39.140923,-77.193961,1,rooftop,"12 S Summit Ave",,"Gaithersburg, MD 20877",12,"S Summit Ave",,,Gaithersburg,MD,"Montgomery County",20877,US,Montgomery
"CHENEGA MISSION OPERATIONS, LLC",19522480.29,USA,"5253 PRUE RD STE 230","SAN ANTONIO",BEXAR,TX,782491759,29.545696,-98.589011,0.99,rooftop,"5253 Prue Rd","Ste 230","San Antonio, TX 78240",5253,"Prue Rd",Ste,230,"San Antonio",TX,"Bexar County",78240,US,"City of San Antonio"
"INSIGHT TECHNOLOGY SOLUTIONS, LLC",19453435.29,USA,"17251 MELFORD BLVD STE 100",BOWIE,"PRINCE GEORGE'S",MD,207154436,38.957999,-76.707389,1,rooftop,"17251 Melford Blvd","Ste 100","Bowie, MD 20715",17251,"Melford Blvd",Ste,100,Bowie,MD,"Prince George's County",20715,US,"Prince Georges"
"STELLA JV, LLC",19190801.7,USA,"1712 CLUBHOUSE RD",RESTON,FAIRFAX,VA,201904596,38.961926,-77.347361,1,rooftop,"1712 Clubhouse Rd",,"Reston, VA 20190",1712,"Clubhouse Rd",,,Reston,VA,"Fairfax County",20190,US,Fairfax
"AXON ENTERPRISE, INC.",19165167.72,USA,"17800, NORTH 85TH STREET",SCOTTSDALE,MARICOPA,AZ,852556311,33.64816,-111.898358,1,rooftop,"17800 N 85th St",,"Scottsdale, AZ 85255",17800,"N 85th St",,,Scottsdale,AZ,"Maricopa County",85255,US,"City of Scottsdale"
"MAVAGI ENTERPRISES, INC.",18411223.74,USA,"5726 W HAUSMAN RD STE 115","SAN ANTONIO",BEXAR,TX,782491651,29.571039,-98.599952,1,rooftop,"5726 W Hausman Rd","Ste 115","San Antonio, TX 78249",5726,"W Hausman Rd",Ste,115,"San Antonio",TX,"Bexar County",78249,US,"City of San Antonio"
"AMAR HEALTH IT, LLC",18112012.26,USA,"10511 BRADDOCK RD STE 1B",FAIRFAX,FAIRFAX,VA,220322251,38.824977,-77.312495,1,rooftop,"10511 Braddock Rd","Ste 1B","Fairfax, VA 22032",10511,"Braddock Rd",Ste,1B,Fairfax,VA,"Fairfax County",22032,US,Fairfax
"KURRENT LOGIC LLC",17789943.18,USA,"200 MASSACHUSETTS AVE NW STE 700",WASHINGTON,"DISTRICT OF COLUMBIA",DC,200015654,38.898974,-77.014091,1,rooftop,"200 Massachusetts Ave NW","Ste 700","Washington, DC 20001",200,"Massachusetts Ave NW",Ste,700,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
"DATA SYSTEMS ANALYSTS INC",17694143.42,USA,"8 NESHAMINY INTERPLEX DR STE 209","FEASTERVILLE TREVOSE",BUCKS,PA,190536944,40.235821,-75.05315,0.8,nearest_rooftop_match,"9 Neshaminy Dr","Ste 209","Warminster, PA 18974",9,"Neshaminy Dr",Ste,209,Warminster,PA,"Bucks County",18974,US,"Pennsylvania Spatial Data Access (PASDA)"
"AMERGIS HEALTHCARE STAFFING, INC.",17430030.73,USA,"7227 LEE DEFOREST DR",COLUMBIA,HOWARD,MD,210463236,39.172257,-76.820687,1,rooftop,"7227 Lee Deforest Dr",,"Columbia, MD 21046",7227,"Lee Deforest Dr",,,Columbia,MD,"Howard County",21046,US,"Howard (PD)"
"EMERGENT, LLC",17129614.58,USA,"4525 MAIN ST","VIRGINIA BEACH","VIRGINIA BEACH (CITY)",VA,234623375,36.84197,-76.132295,1,rooftop,"4525 Main St",,"Virginia Beach, VA 23462",4525,"Main St",,,"Virginia Beach",VA,"Virginia Beach City",23462,US,"Virginia Beach"
"INNOVATIVE CONSULTING & MANAGEMENT SERVICES, LLC",16264007.18,USA,"100 LAKEFOREST BLVD STE 600",GAITHERSBURG,MONTGOMERY,MD,208776206,39.152183,-77.208913,1,rooftop,"100 Lakeforest Blvd","Ste 600","Gaithersburg, MD 20877",100,"Lakeforest Blvd",Ste,600,Gaithersburg,MD,"Montgomery County",20877,US,Montgomery
"SNAP, INC",15681734.69,USA,"4080 LAFAYETTE CENTER DR",CHANTILLY,FAIRFAX,VA,201511252,38.90807,-77.470085,1,rooftop,"4080 Lafayette Center Dr",,"Chantilly, VA 20151",4080,"Lafayette Center Dr",,,Chantilly,VA,"Fairfax County",20151,US,Fairfax
"ECLINICALWORKS LLC",15475080.81,USA,"2 TECHNOLOGY DR",WESTBOROUGH,WORCESTER,MA,15811727,42.29136,-71.571366,1,rooftop,"2 Technology Dr",,"Westborough, MA 01581",2,"Technology Dr",,,Westborough,MA,"Worcester County",01581,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"XL ASSOCIATES, INC.",14296289.83,USA,"8614 WESTWOOD CENTER DR STE 700",VIENNA,FAIRFAX,VA,221822264,38.929714,-77.247266,1,rooftop,"8614 Westwood Center Dr","Ste 700","Vienna, VA 22182",8614,"Westwood Center Dr",Ste,700,Vienna,VA,"Fairfax County",22182,US,Fairfax
"GEM TECHNOLOGY INTERNATIONAL, CORP",14123770.39,USA,"2665 S BAYSHORE DR STE M103-6",MIAMI,MIAMI-DADE,FL,331335448,25.730284,-80.236167,1,rooftop,"2665 S Bayshore Dr","Ste M103","Miami, FL 33133",2665,"S Bayshore Dr",Ste,M103,Miami,FL,"Miami-Dade County",33133,US,"City of Miami"
"POTOMAC CENTER NORTH INC",14017769.39,USA,"500 12TH ST SW",WASHINGTON,"DISTRICT OF COLUMBIA",DC,200246121,38.88448,-77.028117,1,range_interpolation,"500 12th St SW",,"Washington, DC 20024",500,"12th St SW",,,Washington,DC,"District of Columbia",20024,US,"TIGER/Line® dataset from the US Census Bureau"
"AKIRA TECHNOLOGIES INC.",13947385.83,USA,"10 G ST NE STE 710",WASHINGTON,"DISTRICT OF COLUMBIA",DC,200024288,38.899133,-77.008114,1,rooftop,"10 G St NE","Ste 710","Washington, DC 20002",10,"G St NE",Ste,710,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"HIGH PRAIRIE SERVICES, LLC",13689127.01,USA,"601 PIERCE ST",OMAHA,DOUGLAS,NE,681083310,41.247939,-95.924175,1,rooftop,"601 Pierce St",,"Omaha, NE 68108",601,"Pierce St",,,Omaha,NE,"Douglas County",68108,US,Douglas
"EXCELLA, LLC",13256231.94,USA,"2300 WILSON BLVD STE 600",ARLINGTON,ARLINGTON,VA,222015426,38.890557,-77.087108,1,rooftop,"2300 Wilson Blvd","Ste 600","Arlington, VA 22201",2300,"Wilson Blvd",Ste,600,Arlington,VA,"Arlington County",22201,US,Arlington
"INGENESIS INC",13008709.17,USA,"18756 STONE OAK PKWY","SAN ANTONIO",BEXAR,TX,782584354,29.611454,-98.491311,1,rooftop,"18756 Stone Oak Pkwy",,"San Antonio, TX 78258",18756,"Stone Oak Pkwy",,,"San Antonio",TX,"Bexar County",78258,US,"City of San Antonio"
"LIONBRIDGE GLOBAL SOLUTIONS II INC.",12930208.59,USA,"1050 WINTER ST STE 2300",WALTHAM,MIDDLESEX,MA,24511248,42.407407,-71.276942,1,rooftop,"1050 Winter St","Ste 2300","Waltham, MA 02451",1050,"Winter St",Ste,2300,Waltham,MA,"Middlesex County",02451,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"SERCO INC",12879841.27,USA,"12930 WORLDGATE DR",HERNDON,FAIRFAX,VA,201706027,38.95636,-77.397118,1,rooftop,"12930 Worldgate Dr",,"Herndon, VA 20170",12930,"Worldgate Dr",,,Herndon,VA,"Fairfax County",20170,US,Fairfax
"CONCUR TECHNOLOGIES, INC.",12649858.07,USA,"601 108TH AVE NE STE 1000",BELLEVUE,KING,WA,980044750,47.616017,-122.196847,1,rooftop,"601 108th Ave NE","Ste 1000","Bellevue, WA 98004",601,"108th Ave NE",Ste,1000,Bellevue,WA,"King County",98004,US,"City of Bellevue"
"GLOBAL TECH INC.",12418335.86,USA,"3103 N 10TH ST STE 200",ARLINGTON,ARLINGTON,VA,222012191,38.885347,-77.094741,0.9,range_interpolation,"3103 10th Rd N","Ste 200","Arlington, VA 22201",3103,"10th Rd N",Ste,200,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
"LEXISNEXIS SPECIAL SERVICES INC",11792924.84,USA,"1150 18TH ST NW STE 250",WASHINGTON,"DISTRICT OF COLUMBIA",DC,200363820,38.904466,-77.042221,1,rooftop,"1150 18th St NW","Ste 250","Washington, DC 20036",1150,"18th St NW",Ste,250,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
"CELEEN LLC",11584479.87,USA,"2 MATTS PATH",MASHANTUCKET,"SOUTHEASTERN CONNECTICUT",CT,63383804,41.4757,-71.9574,0.5,place,,,"Mashantucket, CT 06338",,,,,Mashantucket,CT,"Southeastern Connecticut Planning Region",06338,US,"TIGER/Line® dataset from the US Census Bureau"
"ENVISAGE TECHNOLOGIES LLC",11384761.56,USA,"101 W KIRKWOOD AVE STE 200",BLOOMINGTON,MONROE,IN,474046132,39.166346,-86.534248,1,rooftop,"101 W Kirkwood Ave","Ste 200","Bloomington, IN 47404",101,"W Kirkwood Ave",Ste,200,Bloomington,IN,"Monroe County",47404,US,"City of Bloomington"
"LOGISTICS APPLICATIONS INC.",11374344.43,USA,"2760 EISENHOWER AVE STE 202",ALEXANDRIA,"ALEXANDRIA (CITY)",VA,223144576,38.802081,-77.080724,1,rooftop,"2760 Eisenhower Ave","Ste 202","Alexandria, VA 22314",2760,"Eisenhower Ave",Ste,202,Alexandria,VA,"Alexandria City",22314,US,"City of Alexandria"
"THE NAKAMOTO GROUP, INC.",11294736.28,USA,"3347 ECLIPSE DR",JEFFERSON,FREDERICK,MD,217557603,39.312654,-77.554428,1,rooftop,"3347 Eclipse Dr",,"Jefferson, MD 21755",3347,"Eclipse Dr",,,Jefferson,MD,"Frederick County",21755,US,"Frederick (Frederick County)"
"MAGNET FORENSICS, LLC",11251649.45,USA,"1011 MANSELL RD STE B",ROSWELL,FULTON,GA,300768850,34.04083,-84.332514,1,rooftop,"1011 Mansell Rd","Ste B","Roswell, GA 30076",1011,"Mansell Rd",Ste,B,Roswell,GA,"Fulton County",30076,US,"City of Alpharetta"
"RED CARROT INC",10515007.97,USA,"520 BRICKELL KEY DRIVE SUITE O208",MIAMI,MIAMI-DADE,FL,331312619,25.767906,-80.185013,1,rooftop,"520 Brickell Key Dr","Ste O208","Miami, FL 33131",520,"Brickell Key Dr",Ste,O208,Miami,FL,"Miami-Dade County",33131,US,"City of Miami"
"ACEPEX MANAGEMENT CORPORATION",10473174.9,USA,"2707 SATURN ST",BREA,ORANGE,CA,928216705,33.909662,-117.861181,1,rooftop,"2707 E Saturn St",,"Brea, CA 92821",2707,"E Saturn St",,,Brea,CA,"Orange County",92821,US,"City of Brea"
"ERNST & YOUNG LLP",10354371.06,USA,"5 TIMES SQ","NEW YORK","NEW YORK",NY,100366527,40.755993,-73.987239,1,rooftop,"5 Times Sq",,"New York, NY 10036",5,"Times Sq",,,"New York",NY,"New York County",10036,US,"City of New York"
"PERATON ENTERPRISE SOLUTIONS LLC",10338784.14,USA,"13600 EDS DR A3S",HERNDON,FAIRFAX,VA,201713225,38.923339,-77.424266,1,rooftop,"13600 Eds Dr",,"Herndon, VA 20171",13600,"Eds Dr",,,Herndon,VA,"Fairfax County",20171,US,Fairfax
"NORTH EAST SOUTH WEST HEALTHCARE SOLUTIONS, LLC",10239209.24,USA,"7927 JONES BRANCH DR","MC LEAN",FAIRFAX,VA,221023329,38.930805,-77.219748,1,rooftop,"7927 Jones Branch Dr",,"Mc Lean, VA 22102",7927,"Jones Branch Dr",,,"Mc Lean",VA,"Fairfax County",22102,US,Fairfax
"CHAINALYSIS INC.",10018993.07,USA,"114 5TH AVE FL 18","NEW YORK","NEW YORK",NY,100115668,40.737733,-73.992594,1,rooftop,"114 5th Ave","Fl 18","New York, NY 10011",114,"5th Ave",Fl,18,"New York",NY,"New York County",10011,US,"City of New York"
"DNI TREND JOINT VENTURES, LLC",9989601,USA,"7060 S YALE AVE",TULSA,TULSA,OK,741365716,36.062207,-95.925854,1,rooftop,"7060 S Yale Ave E",,"Tulsa, OK 74136",7060,"S Yale Ave E",,,Tulsa,OK,"Tulsa County",74136,US,Tulsa
"SATELLITE SERVICES INC",9435491.85,USA,"309 S FRONT ST",MARQUETTE,MARQUETTE,MI,498554600,46.540973,-87.393697,0.9,range_interpolation,"309 S Front St",,"Marquette, MI 49855",309,"S Front St",,,Marquette,MI,"Marquette County",49855,US,"TIGER/Line® dataset from the US Census Bureau"
"NORSEMAN INC",9275886.48,USA,"8172 LARK BROWN RD STE 201",ELKRIDGE,HOWARD,MD,210756423,39.189288,-76.794152,1,rooftop,"8172 Lark Brown Rd","Ste 201","Elkridge, MD 21075",8172,"Lark Brown Rd",Ste,201,Elkridge,MD,"Howard County",21075,US,"Howard (PD)"
"C2 TECHNOLOGIES, INC.",9225124.56,USA,"7601 LEWINSVILLE RD STE 205","MC LEAN",FAIRFAX,VA,221022815,38.934526,-77.206932,1,rooftop,"7601 Lewinsville Rd","Ste 205","Mc Lean, VA 22102",7601,"Lewinsville Rd",Ste,205,"Mc Lean",VA,"Fairfax County",22102,US,Fairfax
"GLOBAL PRECISION SYSTEMS, LLC",9163773.14,USA,"4600 DEBARR RD STE 200",ANCHORAGE,ANCHORAGE,AK,995083103,61.209567,-149.794498,1,rooftop,"4600 Debarr Rd","Ste 200","Anchorage, AK 99508",4600,"Debarr Rd",Ste,200,Anchorage,AK,"Anchorage Municipality",99508,US,"Anchorage (Municipality of Anchorage)"
"OMNIPLEX WORLD SERVICES CORPORATION",8945540.34,USA,"13530 DULLES TECHNOLOGY DRIVE STE 500",HERNDON,FAIRFAX,VA,201714642,38.953511,-77.413608,1,rooftop,"13530 Dulles Technology Dr","Ste 500","Herndon, VA 20171",13530,"Dulles Technology Dr",Ste,500,Herndon,VA,"Fairfax County",20171,US,Fairfax
"AMIVERO LLC",8459304.25,USA,"1900 RESTON METRO PLZ STE 300",RESTON,FAIRFAX,VA,201905950,38.948317,-77.337582,1,rooftop,"1900 Reston Metro Plz","Ste 300","Reston, VA 20190",1900,"Reston Metro Plz",Ste,300,Reston,VA,"Fairfax County",20190,US,Fairfax
"CORP TEN INTERNATIONAL",8390412.69,USA,"2303 DULLES STATION BLVD STE 205",HERNDON,FAIRFAX,VA,201716356,38.959341,-77.415134,1,rooftop,"2303 Dulles Station Blvd","Ste 205","Herndon, VA 20171",2303,"Dulles Station Blvd",Ste,205,Herndon,VA,"Fairfax County",20171,US,Fairfax
"IRON MOUNTAIN INFORMATION MANAGEMENT LLC",8092972.92,USA,"1 FEDERAL ST",BOSTON,SUFFOLK,MA,21102012,42.356109,-71.056951,1,rooftop,"1 Federal St",,"Boston, MA 02110",1,"Federal St",,,Boston,MA,"Suffolk County",02110,US,"City of Boston"
"ATT MOBILITY LLC",7874381.17,USA,"5565 GLENRIDGE CONNECTOR",ATLANTA,FULTON,GA,303424756,33.905357,-84.360255,1,rooftop,"5565 Glenridge Connector",,"Atlanta, GA 30342",5565,"Glenridge Connector",,,Atlanta,GA,"Fulton County",30342,US,"Fulton (Fulton County)"
"FLATTER, INC",7841001.99,USA,"805 PRINCESS ANNE ST STE 1",FREDERICKSBURG,"FREDERICKSBURG (CITY)",VA,224015854,38.3017,-77.459319,1,rooftop,"805 Princess Anne St","Ste 1","Fredericksburg, VA 22401",805,"Princess Anne St",Ste,1,Fredericksburg,VA,"Fredericksburg City",22401,US,"Virginia Geographic Information Network (VGIN)"
"MCMANIS ASSOCIATES INC",7685734.78,USA,"100 STATE ST STE 503",ERIE,ERIE,PA,165071457,42.133419,-80.08859,1,rooftop,"100 State St","Ste 503","Erie, PA 16507",100,"State St",Ste,503,Erie,PA,"Erie County",16507,US,Erie
"CHENEGA TRI-SERVICES, LLC",7663147.78,USA,"5726 W HAUSMAN RD STE 100","SAN ANTONIO",BEXAR,TX,782491651,29.571039,-98.599952,1,rooftop,"5726 W Hausman Rd","Ste 100","San Antonio, TX 78249",5726,"W Hausman Rd",Ste,100,"San Antonio",TX,"Bexar County",78249,US,"City of San Antonio"
"DELOITTE & TOUCHE LLP",7652724.02,USA,"1919 N LYNN ST",ARLINGTON,ARLINGTON,VA,222091742,38.897578,-77.07047,1,rooftop,"1919 N Lynn St",,"Arlington, VA 22209",1919,"N Lynn St",,,Arlington,VA,"Arlington County",22209,US,Arlington
"METAPHASE CONSULTING LLC",7644275.7,USA,"11911 FREEDOM DR STE 1010",RESTON,FAIRFAX,VA,201905629,38.959136,-77.356386,1,rooftop,"11911 Freedom Dr","Ste 1010","Reston, VA 20190",11911,"Freedom Dr",Ste,1010,Reston,VA,"Fairfax County",20190,US,Fairfax
"DEFINITIVE LOGIC CORPORATION",7470045.64,USA,"4121 WILSON BLVD",ARLINGTON,ARLINGTON,VA,222031839,38.880142,-77.110107,1,rooftop,"4121 Wilson Blvd",,"Arlington, VA 22203",4121,"Wilson Blvd",,,Arlington,VA,"Arlington County",22203,US,Arlington
"TECHOPS SPECIALTY VEHICLES, LLC",7352892.32,USA,"218A LOG CANOE CIR",STEVENSVILLE,"QUEEN ANNE'S",MD,216662111,38.987937,-76.319128,1,rooftop,"218 Log Canoe Cir",,"Stevensville, MD 21666",218,"Log Canoe Cir",,,Stevensville,MD,"Queen Anne's County",21666,US,"Queen Annes"
"GLOBAL RESOURCE SOLUTIONS INC",7233316.47,USA,"3701 PENDER DR",FAIRFAX,FAIRFAX,VA,220306045,38.862199,-77.33111,1,rooftop,"3701 Pender Dr",,"Fairfax, VA 22030",3701,"Pender Dr",,,Fairfax,VA,"Fairfax County",22030,US,Fairfax
"APTIVE HTG LLC",7232774.92,USA,"110 N ROYAL STREET, STE 400",ALEXANDRIA,"ALEXANDRIA (CITY)",VA,223143121,38.805046,-77.043677,1,rooftop,"110 N Royal St","Fl 400","Alexandria, VA 22314",110,"N Royal St",Fl,400,Alexandria,VA,"Alexandria City",22314,US,"City of Alexandria"
"JESUIT REFUGEE SERVICE USA",7137900.17,USA,"1016 16TH ST NW STE 200",WASHINGTON,"DISTRICT OF COLUMBIA",DC,200365700,38.903253,-77.036963,1,rooftop,"1016 16th St NW","Ste 200","Washington, DC 20036",1016,"16th St NW",Ste,200,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
"KCORP SUPPORT SERVICES, INC",7125366.26,USA,"1603 COLLEGE RD",FAIRBANKS,"FAIRBANKS NORTH STAR",AK,997094175,64.862092,-147.75263,1,rooftop,"1603 College Rd",,"Fairbanks, AK 99709",1603,"College Rd",,,Fairbanks,AK,"Fairbanks North Star Borough",99709,US,"Fairbanks North Star Borough"
"C & C INTERNATIONAL COMPUTERS & CONSULTANTS, INC.",6900281.86,USA,"3850 N 29 TER STE 106",HOLLYWOOD,BROWARD,FL,330201018,26.042353,-80.167614,1,rooftop,"3850 N 29th Ter","Ste 106","Hollywood, FL 33020",3850,"N 29th Ter",Ste,106,Hollywood,FL,"Broward County",33020,US," Loveland"
"MAGNET FORENSICS USA, INC.",6834166.03,USA,"2250 CORPORATE PARK DRIVE, UNIT 2",HERNDON,FAIRFAX,VA,201712898,38.953139,-77.396256,1,rooftop,"2250 Corporate Park Dr","Unit 2","Herndon, VA 20171",2250,"Corporate Park Dr",Unit,2,Herndon,VA,"Fairfax County",20171,US,Fairfax
"GRANITE TELECOMMUNICATIONS, LLC",6771307.35,USA,"1 HERITAGE DR",QUINCY,NORFOLK,MA,21712105,42.274897,-71.038388,1,rooftop,"1 Heritage Dr",,"Quincy, MA 02171",1,"Heritage Dr",,,Quincy,MA,"Norfolk County",02171,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"VISTRA COMMUNICATIONS, LLC",6742399.5,USA,"18315 N. US HWY 41",LUTZ,HILLSBOROUGH,FL,335494468,28.139776,-82.46236,1,rooftop,"18315 N US-41",,"Lutz, FL 33549",18315,"N US-41",,,Lutz,FL,"Hillsborough County",33549,US,"Hillsborough (Hillsborough County CC BY 4.0)"
"WORKWEAR OUTFITTERS, LLC",6292375.08,USA,"545 MARRIOTT DR STE 100",NASHVILLE,DAVIDSON,TN,37214,36.149836,-86.689682,1,rooftop,"545 Marriott Dr","Ste 100","Nashville, TN 37214",545,"Marriott Dr",Ste,100,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
"NAXO LABS LLC",6150000,USA,"110 GREEN ST APT B402",BROOKLYN,KINGS,NY,11222,40.733456,-73.95689,1,rooftop,"110 Green St","Apt B402","Brooklyn, NY 11222",110,"Green St",Apt,B402,Brooklyn,NY,"Kings County",11222,US,"City of New York"
"SUMMOME NATIVE VENTURES LLC",6069872.14,USA,"100 BROOKWOOD RD",ATMORE,ESCAMBIA,AL,365023513,31.008142,-87.496111,1,rooftop,"100 Brookwood Rd",,"Atmore, AL 36502",100,"Brookwood Rd",,,Atmore,AL,"Escambia County",36502,US,"Escambia County"
"TRM LABS, INC.",6065351,USA,"450 TOWNSEND ST","SAN FRANCISCO","SAN FRANCISCO",CA,941071510,37.774871,-122.398532,1,rooftop,"450 Townsend St",,"San Francisco, CA 94107",450,"Townsend St",,,"San Francisco",CA,"San Francisco County",94107,US,"San Francisco (City and County of San Francisco Public Domain Dedication and License (PDDL) v1.0)"
