let geocoded_ice = 
`recipient_name,total_obligated_amount,Country,Address,County,City,State,"Zip4 Code","Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
"CITY OF HAVRE DE GRACE",28800,USA,"715 PENNINGTON AVE","HAVRE DE GRACE",HARFORD,MD,210783004,39.548919,-76.096544,1,rooftop,"715 Pennington Ave",,"Havre De Grace, MD 21078",715,"Pennington Ave",,,"Havre De Grace",MD,"Harford County",21078,US,Harford
"CUSTOM COURIER INC",28788,USA,"62 LINDEN TER",BURLINGTON,CHITTENDEN,VT,54014928,44.460322,-73.209048,1,rooftop,"62 Linden Ter",,"Burlington, VT 05401",62,"Linden Ter",,,Burlington,VT,"Chittenden County",05401,US,"Statewide (VT Enhanced 911 Board, VCGI)"
"PINELLAS CORPORATION",28024,USA,"2010 CORPORATE RDG STE 200","MC LEAN",FAIRFAX,VA,221027849,38.911776,-77.215576,1,rooftop,"2010 Corporate Rdg","Ste 200","Mc Lean, VA 22102",2010,"Corporate Rdg",Ste,200,"Mc Lean",VA,"Fairfax County",22102,US,Fairfax
"RICHARD TASHMAN",27885.04,USA,"1109 CONCORD AVE","DREXEL HILL",DELAWARE,PA,190262610,39.959038,-75.308543,1,rooftop,"1109 Concord Ave",,"Drexel Hill, PA 19026",1109,"Concord Ave",,,"Drexel Hill",PA,"Delaware County",19026,US,Delaware
"BCS SYSTEMS INC",27536.85,USA,"10333 RICHMOND AVE STE 610",HOUSTON,HARRIS,TX,770424172,29.726766,-95.554545,1,rooftop,"10333 Richmond Ave","Ste 610","Houston, TX 77042",10333,"Richmond Ave",Ste,610,Houston,TX,"Harris County",77042,US,"City of Houston"
"CENTRAL NETWORK RETAIL GROUP LLC",26940,USA,"1927 FIRST AVENUE NORTH",BIRMINGHAM,JEFFERSON,AL,352034050,33.513776,-86.806169,1,rooftop,"1927 1st Ave N",,"Birmingham, AL 35203",1927,"1st Ave N",,,Birmingham,AL,"Jefferson County",35203,US,Jefferson
"ADORAMA INC.",26934.88,USA,"42 W 18TH ST","NEW YORK","NEW YORK",NY,100114621,40.739358,-73.994064,1,rooftop,"42 W 18th St",,"New York, NY 10011",42,"W 18th St",,,"New York",NY,"New York County",10011,US,"City of New York"
"DAY MANAGEMENT CORP.",26890,USA,"4700 SE INTERNATIONAL WAY",MILWAUKIE,CLACKAMAS,OR,972224657,45.434339,-122.614961,1,rooftop,"4700 SE International Way",,"Portland, OR 97222",4700,"SE International Way",,,Portland,OR,"Clackamas County",97222,US,"City of Portland (Public Domain Dedication and License (PDDL) v1.0)"
"FAAC INCORPORATED",26690.42,USA,"1229 OAK VALLEY DR","ANN ARBOR",WASHTENAW,MI,481089675,42.23479,-83.75219,1,rooftop,"1229 Oak Valley Dr",,"Ann Arbor, MI 48108",1229,"Oak Valley Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"ABBA TECHNOLOGIES, INC.",26687.94,USA,"5301 BEVERLY HILLS AVE NE",ALBUQUERQUE,BERNALILLO,NM,871132143,35.195024,-106.585056,1,rooftop,"5301 Beverly Hills Ave NE",,"Albuquerque, NM 87113",5301,"Beverly Hills Ave NE",,,Albuquerque,NM,"Bernalillo County",87113,US,Albuquerque
"THE MOUNT VERNON LADIES' ASSOCIATION OF THE UNION",26350,USA,"3200 MOUNT VERNON MEMORIAL HIGHWAY","MOUNT VERNON",FAIRFAX,VA,221210110,38.830912,-77.432252,0.5,place,,,"Mount Vernon, VA 22121",,,,,"Mount Vernon",VA,"Fairfax County",22121,US,"TIGER/Line® dataset from the US Census Bureau"
"AMERICAN WORDATA, INC",26294.1,USA,"13916 MONROES BUSINESS PARK",TAMPA,HILLSBOROUGH,FL,33635,28.037053,-82.645807,1,rooftop,"13916 Monroes Business Park",,"Tampa, FL 33635",13916,"Monroes Business Park",,,Tampa,FL,"Hillsborough County",33635,US,"Hillsborough (Hillsborough County CC BY 4.0)"
"MYSTERY RANCH LLC",26100.8,USA,"1750 EVERGREEN DR",BOZEMAN,GALLATIN,MT,597152459,45.696737,-111.035987,1,rooftop,"1750 Evergreen Dr",,"Bozeman, MT 59715",1750,"Evergreen Dr",,,Bozeman,MT,"Gallatin County",59715,US,"Montana State Library"
"PINNACLE LIVE, LLC",26043.05,USA,"1500 W SHURE DR STE 100","ARLINGTON HEIGHTS",COOK,IL,600047821,42.137281,-88.00287,1,range_interpolation,"1500 W Shure Dr","Ste 100","Arlington Heights, IL 60004",1500,"W Shure Dr",Ste,100,"Arlington Heights",IL,"Cook County",60004,US,"TIGER/Line® dataset from the US Census Bureau"
"ESCONDIDO, CITY OF",26000,USA,"201 N BROADWAY",ESCONDIDO,"SAN DIEGO",CA,920252709,33.12298,-117.082824,1,rooftop,"201 N Broadway",,"Escondido, CA 92025",201,"N Broadway",,,Escondido,CA,"San Diego County",92025,US,"San Diego Geographic Information Source - JPA"
"MASON ARCHITECTS, INC.",25000,USA,"119 MERCHANT ST",HONOLULU,HONOLULU,HI,968134452,21.308418,-157.862718,1,rooftop,"119 Merchant St",,"Honolulu, HI 96813",119,"Merchant St",,,Honolulu,HI,"Honolulu County",96813,US,"Honolulu (City of Honolulu)"
"INTERIOR RESOURCE GROUP INC",24885.88,USA,"11838 W COQUINA CT","CRYSTAL RIVER",CITRUS,FL,344299227,28.88219,-82.631572,1,rooftop,"11838 W Coquina Ct",,"Crystal River, FL 34429",11838,"W Coquina Ct",,,"Crystal River",FL,"Citrus County",34429,US,"Citrus (Citrus County)"
"ESCGOV, INC.",24778,USA,"8300 GREENSBORO DR. SUITE 1150","MC LEAN",FAIRFAX,VA,221023640,38.925368,-77.232111,1,rooftop,"8300 Greensboro Dr","Ste 1150","Mc Lean, VA 22102",8300,"Greensboro Dr",Ste,1150,"Mc Lean",VA,"Fairfax County",22102,US,Fairfax
"GLOBAL ASSETS INTEGRATED LLC",24748.33,USA,"6216 MELL CAVE COURT","LAS VEGAS",CLARK,NV,891312346,36.295678,-115.228964,1,rooftop,"6216 Mell Cave Ct",,"Las Vegas, NV 89131",6216,"Mell Cave Ct",,,"Las Vegas",NV,"Clark County",89131,US,Clark
"FORCE SCIENCE, LTD.",24650,USA,"124 E WALNUT ST STE 120",MANKATO,"BLUE EARTH",MN,560016558,44.166247,-94.002374,1,rooftop,"124 E Walnut St","Ste 120","Mankato, MN 56001",124,"E Walnut St",Ste,120,Mankato,MN,"Blue Earth County",56001,US,"Blue Earth"
"INSEEGO NORTH AMERICA, LLC",24643.3,USA,"9605 SCRANTON RD STE 300","SAN DIEGO","SAN DIEGO",CA,921211789,32.895673,-117.202303,1,rooftop,"9605 Scranton Rd","Ste 300","San Diego, CA 92121",9605,"Scranton Rd",Ste,300,"San Diego",CA,"San Diego County",92121,US,"City of San Diego (ODC PDDL)"
"ZDAAS LLC",24507.68,USA,"1000 STEWART AVE STE B5","GLEN BURNIE","ANNE ARUNDEL",MD,210613209,39.162564,-76.645403,1,rooftop,"1000 Stewart Ave","Ste B5","Glen Burnie, MD 21061",1000,"Stewart Ave",Ste,B5,"Glen Burnie",MD,"Anne Arundel County",21061,US,"Anne Arundel (Anne Arundel County)"
"QUALITY COAST INC",24170.8,USA,"2462 MAIN ST STE H","CHULA VISTA","SAN DIEGO",CA,919114624,32.594965,-117.083969,1,range_interpolation,"2462 Main St","Ste H","Chula Vista, CA 91911",2462,"Main St",Ste,H,"Chula Vista",CA,"San Diego County",91911,US,"TIGER/Line® dataset from the US Census Bureau"
"EMERGENCY SERVICES AND PUBLIC PROTECTION, DEPARTMENT OF",24109.2,USA,"1111 COUNTRY CLUB RD",MIDDLETOWN,MIDDLESEX,CT,64572389,41.569245,-72.727749,1,rooftop,"1111 Country Club Rd",,"Middletown, CT 06457",1111,"Country Club Rd",,,Middletown,CT,"Lower Connecticut River Valley Planning Region",06457,US,"Connecticut Geospatial Information Systems Council"
"LOTUSUSA, INC.",24045.12,USA,"445 S FIGUEROA ST","LOS ANGELES","LOS ANGELES",CA,900711602,34.05295,-118.25675,1,rooftop,"445 S Figueroa St",,"Los Angeles, CA 90071",445,"S Figueroa St",,,"Los Angeles",CA,"Los Angeles County",90071,US,"City of Los Angeles (CC0 1.0)"
"COUNTY OF IMPERIAL",24000,USA,"324 APPLESTILLE RD","EL CENTRO",IMPERIAL,CA,922439661,32.748994,-115.561751,1,range_interpolation,"324 Applestill Rd",,"El Centro, CA 92243",324,"Applestill Rd",,,"El Centro",CA,"Imperial County",92243,US,"TIGER/Line® dataset from the US Census Bureau"
"CONVERGINT TECHNOLOGIES LLC",23983.68,USA,"1 COMMERCE DR",SCHAUMBURG,COOK,IL,601735302,42.057472,-88.078406,1,rooftop,"1 Commerce Dr",,"Schaumburg, IL 60173",1,"Commerce Dr",,,Schaumburg,IL,"Cook County",60173,US,"City of Schaumburg"
"THE JANZ CORP",23218.23,USA,"6950 AMERICANA PARKWAY, SUITE F",REYNOLDSBURG,FRANKLIN,OH,430684127,39.930321,-82.814431,1,rooftop,"6950 Americana Pkwy","Ste F","Reynoldsburg, OH 43068",6950,"Americana Pkwy",Ste,F,Reynoldsburg,OH,"Franklin County",43068,US,"City of Columbus"
"ENCORE GROUP USA LLC",23211.34,USA,"5100 RIVER RD","SCHILLER PARK",COOK,IL,601761058,41.972693,-87.862747,1,rooftop,"5100 River Rd",,"Schiller Park, IL 60176",5100,"River Rd",,,"Schiller Park",IL,"Cook County",60176,US,Cook
"ADVANCED ENVIRONMENTAL OPTIONS, INC.",22600,USA,"25 STAN PERKINS RD",SPARTANBURG,SPARTANBURG,SC,293074311,35.03335,-81.872777,1,rooftop,"25 Stan Perkins Rd",,"Spartanburg, SC 29307",25,"Stan Perkins Rd",,,Spartanburg,SC,"Spartanburg County",29307,US,"Spartanburg County"
"LEADING AUTHORITIES INC",22500,USA,"1725 I ST NW",WASHINGTON,"DISTRICT OF COLUMBIA",DC,200062427,38.901627,-77.040357,1,rooftop,"1725 I St NW",,"Washington, DC 20006",1725,"I St NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
"WRIGGLESWORTH ENTERPRISES INC",22335.44,USA,"3516 S COLLEGE RD",WILMINGTON,"NEW HANOVER",NC,284120912,34.179241,-77.891654,1,rooftop,"3516 S College Rd",,"Wilmington, NC 28412",3516,"S College Rd",,,Wilmington,NC,"New Hanover County",28412,US,"New Hanover"
"INTERNATIONAL TELEVISION CORPORATION",22192,USA,"21000 S WILMINGTON AVE","LONG BEACH","LOS ANGELES",CA,908101232,33.838852,-118.236458,1,rooftop,"21000 S Wilmington Ave",,"Long Beach, CA 90810",21000,"S Wilmington Ave",,,"Long Beach",CA,"Los Angeles County",90810,US,"Los Angeles (Los Angeles County license to copy, publish, distribute and/or transmit the Data, to adapt the Data and to exploit the Data for commercial and/or personal use)"
"MONTGOMERY COUNTY FIRE ACADEMY",22000,USA,"1175 CONSHOHOCKEN RD",CONSHOHOCKEN,MONTGOMERY,PA,194281028,40.097623,-75.316196,1,rooftop,"1175 Conshohocken Rd",,"Conshohocken, PA 19428",1175,"Conshohocken Rd",,,Conshohocken,PA,"Montgomery County",19428,US,Montgomery
"WOLCOTT GUNS INC",21600,USA,"3052 WALDEN AVE",DEPEW,ERIE,NY,140432604,42.909775,-78.7144,1,rooftop,"3052 Walden Ave",,"Depew, NY 14043",3052,"Walden Ave",,,Depew,NY,"Erie County",14043,US,Erie
"FULTONST1 LLC",21418,USA,"9200 ALAKING CT","CAPITOL HEIGHTS","PRINCE GEORGE'S",MD,207435058,38.871271,-76.848117,1,rooftop,"9200 Alaking Ct",,"Capitol Heights, MD 20743",9200,"Alaking Ct",,,"Capitol Heights",MD,"Prince George's County",20743,US,"Prince Georges"
"WESTWIND TEAM LLP",21400.5,USA,"2703 BROADBENT PKWY NE STE B",ALBUQUERQUE,BERNALILLO,NM,871072279,35.110436,-106.632405,1,range_interpolation,"2703 Broadbent Pkwy NE","Ste B","Albuquerque, NM 87107",2703,"Broadbent Pkwy NE",Ste,B,Albuquerque,NM,"Bernalillo County",87107,US,"TIGER/Line® dataset from the US Census Bureau"
"ORION OIL LLC",21243.53,USA,"7950 NW 58TH ST",DORAL,MIAMI-DADE,FL,331663430,25.825902,-80.327113,1,rooftop,"7950 NW 58th St",,"Doral, FL 33166",7950,"NW 58th St",,,Doral,FL,"Miami-Dade County",33166,US,"Miami Dade (CC0 1.0 Miami-Dade County)"
"LIFE FITNESS SALES, INC.",21200,USA,"10601 BELMONT AVENUE","FRANKLIN PARK",COOK,IL,601311545,41.935613,-87.891046,1,rooftop,"10601 Belmont Ave",,"Franklin Park, IL 60131",10601,"Belmont Ave",,,"Franklin Park",IL,"Cook County",60131,US,Cook
"LC INDUSTRIES INC",21185.98,USA,"4500 EMPEROR BLVD",DURHAM,DURHAM,NC,277038420,35.874113,-78.839359,1,rooftop,"4500 Emperor Blvd",,"Durham, NC 27703",4500,"Emperor Blvd",,,Durham,NC,"Durham County",27703,US,Durham
"TECOLOTE RESEARCH, INC.",21060,USA,"420 S FAIRVIEW AVE",GOLETA,"SANTA BARBARA",CA,931173654,34.433441,-119.829375,1,rooftop,"420 S Fairview Ave",,"Goleta, CA 93117",420,"S Fairview Ave",,,Goleta,CA,"Santa Barbara County",93117,US,"Santa Barbara (Santa Barbara County)"
"COMPLETE PACKAGING AND SHIPPING SUPPLIES, INC.",20948.4,USA,"1200 SHAMES DR",WESTBURY,NASSAU,NY,115901766,40.775884,-73.556277,1,rooftop,"1200 Shames Dr",,"Westbury, NY 11590",1200,"Shames Dr",,,Westbury,NY,"Nassau County",11590,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"ACCURACY 1ST, INC",20758,USA,"10581 MENDOTA RD",CANADIAN,HEMPHILL,TX,790145021,35.793575,-100.478384,1,rooftop,"10581 Mendota Rd",,"Canadian, TX 79014",10581,"Mendota Rd",,,Canadian,TX,"Hemphill County",79014,US,"Statewide Partial"
"RANGE 54, LLC",20631,USA,"5725 E KELLOGG DR",WICHITA,SEDGWICK,KS,672181701,37.678657,-97.269802,0.95,rooftop,"5725 E Kellogg St",,"Wichita, KS 67218",5725,"E Kellogg St",,,Wichita,KS,"Sedgwick County",67218,US,"City of Wichita"
"TORO DEFENSE CONTRACTING, LLC",20500,USA,"214 E GOODE ST",QUITMAN,WOOD,TX,757832533,32.795595,-95.450058,1,rooftop,"214 E Goode St",,"Quitman, TX 75783",214,"E Goode St",,,Quitman,TX,"Wood County",75783,US,"Statewide (CC 0 Texas Natural Resources Information System)"
"AIRBORNE OUTFITTERS LLC",20449.75,USA,"1850 INDUSTRIAL DRIVE",FINDLAY,HANCOCK,OH,458405439,41.066202,-83.614332,1,rooftop,"1850 Industrial Dr",,"Findlay, OH 45840",1850,"Industrial Dr",,,Findlay,OH,"Hancock County",45840,US,Hancock
"C. FORBES, INC",20282.26,USA,"12830 W CREEK PKWY STE G",RICHMOND,GOOCHLAND,VA,232381126,37.609972,-77.669955,1,rooftop,"12830 W Creek Pkwy","Ste G","Richmond, VA 23238",12830,"W Creek Pkwy",Ste,G,Richmond,VA,"Goochland County",23238,US,"Virginia Geographic Information Network (VGIN)"
"SEILEVEL PARTNERS, LP",20081,USA,"3575 FAR WEST BLVD STE 26544",AUSTIN,TRAVIS,TX,787313064,30.353837,-97.754536,1,rooftop,"3575 Far West Blvd","Ste 26544","Austin, TX 78731",3575,"Far West Blvd",Ste,26544,Austin,TX,"Travis County",78731,US,"City of Austin (Public Domain)"
"RIVER CITY RANGE, LLC",20065,USA,"6020 W BROAD ST",RICHMOND,HENRICO,VA,232302222,37.594993,-77.508801,1,rooftop,"6020 W Broad St",,"Richmond, VA 23230",6020,"W Broad St",,,Richmond,VA,"Henrico County",23230,US,Henrico
"EMERGENT DEVICES, INC.",19900.32,USA,"401 PLYMOUTH RD STE 400","PLYMOUTH MEETING",MONTGOMERY,PA,194621645,40.11229,-75.290738,1,rooftop,"401 Plymouth Rd","Ste 400","Plymouth Meeting, PA 19462",401,"Plymouth Rd",Ste,400,"Plymouth Meeting",PA,"Montgomery County",19462,US,Montgomery
"VICTOR FORWARD LLC",19600,USA,"1206 LASKIN RD","VIRGINIA BEACH","VIRGINIA BEACH (CITY)",VA,234515263,36.854159,-75.998527,1,rooftop,"1206 Laskin Rd",,"Virginia Beach, VA 23451",1206,"Laskin Rd",,,"Virginia Beach",VA,"Virginia Beach City",23451,US,"Virginia Beach"
"SUPPLYSOURCE DC, LLC",19502.23,USA,"66 CANAL CENTER PLZ STE 310",ALEXANDRIA,"ALEXANDRIA (CITY)",VA,223141568,38.813856,-77.03897,1,rooftop,"66 Canal Center Plz","Ste 310","Alexandria, VA 22314",66,"Canal Center Plz",Ste,310,Alexandria,VA,"Alexandria City",22314,US,"Virginia Geographic Information Network (VGIN)"
"SKOPENOW INC.",19500,USA,"12 E 49TH ST","NEW YORK","NEW YORK",NY,100171028,40.757376,-73.97687,1,rooftop,"12 E 49th St",,"New York, NY 10017",12,"E 49th St",,,"New York",NY,"New York County",10017,US,"City of New York"
"REGENTS OF UNIVERSITY OF MINNESOTA",18867,USA,"1300 S 2ND ST WBOB 645",MINNEAPOLIS,HENNEPIN,MN,55455,44.975966,-93.248339,0.9,rooftop,"1300 2nd St S","Ste 645","Minneapolis, MN 55454",1300,"2nd St S",Ste,645,Minneapolis,MN,"Hennepin County",55454,US,Hennepin
"ENGAGED HEALTHCARE SOLUTIONS LLC",18725.4,USA,"3750 HAVERHILL DR",INDIANAPOLIS,MARION,IN,462403680,39.889577,-86.102168,1,rooftop,"3750 Haverhill Dr",,"Indianapolis, IN 46240",3750,"Haverhill Dr",,,Indianapolis,IN,"Marion County",46240,US,Marion
"ACCO ENGINEERED SYSTEMS, INC.",18461,USA,"888 E WALNUT ST",PASADENA,"LOS ANGELES",CA,911011895,34.148973,-118.133635,1,rooftop,"888 E Walnut St",,"Pasadena, CA 91101",888,"E Walnut St",,,Pasadena,CA,"Los Angeles County",91101,US,"Los Angeles (Los Angeles County license to copy, publish, distribute and/or transmit the Data, to adapt the Data and to exploit the Data for commercial and/or personal use)"
"CIH EQUIPMENT CO., INC.",18424.2,USA,"1806 S HIGHLAND AVE",CLEARWATER,PINELLAS,FL,337561762,27.931137,-82.775374,1,rooftop,"1806 S Highland Ave",,"Clearwater, FL 33756",1806,"S Highland Ave",,,Clearwater,FL,"Pinellas County",33756,US,"Pinellas (Pinellas County)"
"SPS INDUSTRIAL INC",18385.08,USA,"1121 SE OCEAN BLVD FL 2",STUART,MARTIN,FL,349962517,27.197674,-80.232785,1,rooftop,"1121 SE Ocean Blvd","Fl 2","Stuart, FL 34996",1121,"SE Ocean Blvd",Fl,2,Stuart,FL,"Martin County",34996,US,Martin
"POTOMAC RIVER GROUP, LLC",18199.35,USA,"19775 BELMONT EXECUTIVE PLZ",ASHBURN,LOUDOUN,VA,201477608,39.069652,-77.487388,1,rooftop,"19775 Belmont Executive Plz",,"Ashburn, VA 20147",19775,"Belmont Executive Plz",,,Ashburn,VA,"Loudoun County",20147,US,Loudoun
"ELLIPTIC INC",18000,USA,"1632 1ST AVE # 23346","NEW YORK","NEW YORK",NY,100284305,40.776016,-73.949763,1,rooftop,"1632 1st Ave","# 23346","New York, NY 10028",1632,"1st Ave",#,23346,"New York",NY,"New York County",10028,US,"City of New York"
"TRI-STATE CAMERA EXCH. INC.",17959.6,USA,"338 8TH AVE","NEW YORK","NEW YORK",NY,100018000,40.747665,-73.996538,1,rooftop,"338 8th Ave",,"New York, NY 10001",338,"8th Ave",,,"New York",NY,"New York County",10001,US,"City of New York"
"VALORENCE LLC",17931.82,USA,"1756 N 8150 W",MENDON,CACHE,UT,843254601,41.763539,-112.031222,1,rooftop,"1756 N 8150 W",,"Mendon, UT 84325",1756,"N 8150 W",,,Mendon,UT,"Cache County",84325,US,Cache
"WECSYS LLC",17853.1,USA,"8825 XYLON AVE N","BROOKLYN PARK",HENNEPIN,MN,554451812,45.114005,-93.38767,1,rooftop,"8825 Xylon Ave N",,"Minneapolis, MN 55445",8825,"Xylon Ave N",,,Minneapolis,MN,"Hennepin County",55445,US,Hennepin
"PELICAN SALES INC",17790.88,USA,"2825 BUSINESS CENTER BLVD STE C9",MELBOURNE,BREVARD,FL,329407193,28.193145,-80.668193,1,rooftop,"2825 Business Center Blvd","Ste C9","Melbourne, FL 32940",2825,"Business Center Blvd",Ste,C9,Melbourne,FL,"Brevard County",32940,US,"Brevard (Brevard County)"
"SOUTH BAY FENCE, INC.",17665,USA,"3084 MAIN ST","CHULA VISTA","SAN DIEGO",CA,919115704,32.595098,-117.067243,1,rooftop,"3084 Main St",,"Chula Vista, CA 91911",3084,"Main St",,,"Chula Vista",CA,"San Diego County",91911,US,"San Diego Geographic Information Source - JPA"
"CODE 5 GROUP LLC",17650,USA,"18344 W SAN JUAN AVE","LITCHFIELD PARK",MARICOPA,AZ,853406216,33.51783,-112.455771,1,rooftop,"18344 W San Juan Ave",,"Litchfield Park, AZ 85340",18344,"W San Juan Ave",,,"Litchfield Park",AZ,"Maricopa County",85340,US,"City of Glendale"
"LEIDOS SECURITY DETECTION & AUTOMATION, INC.",17500,USA,"1 RADCLIFF RD",TEWKSBURY,MIDDLESEX,MA,18761181,42.63817,-71.236956,0.9,rooftop,"1 Radcliffe Rd",,"Tewksbury, MA 01876",1,"Radcliffe Rd",,,Tewksbury,MA,"Middlesex County",01876,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"NASSANEY COMPANY, LLC",17449,USA,"2116 E BROADWAY ST",ALTUS,JACKSON,OK,735215810,34.637557,-99.305632,1,range_interpolation,"2116 E Broadway St",,"Altus, OK 73521",2116,"E Broadway St",,,Altus,OK,"Jackson County",73521,US,"TIGER/Line® dataset from the US Census Bureau"
"HYATT CORPORATION",17420,USA,"1001 GRAND CENTRAL PKWY",CONROE,MONTGOMERY,TX,773043243,30.267578,-95.462431,1,rooftop,"1001 Grand Central Pkwy",,"Conroe, TX 77304",1001,"Grand Central Pkwy",,,Conroe,TX,"Montgomery County",77304,US,Montgomery
"METROTEC, INC.",17225.6,USA,"37292 CHARLES TOWN PIKE",HILLSBORO,LOUDOUN,VA,201322900,39.198238,-77.712241,1,rooftop,"37292 Charles Town Pike",,"Hillsboro, VA 20132",37292,"Charles Town Pike",,,Hillsboro,VA,"Loudoun County",20132,US,Loudoun
"BREACHING TECHNOLOGIES INC",16845.13,USA,"17317 BANDERA RD",HELOTES,BEXAR,TX,780233485,29.605592,-98.710031,1,range_interpolation,"17317 Bandera Rd",,"Helotes, TX 78023",17317,"Bandera Rd",,,Helotes,TX,"Bexar County",78023,US,"TIGER/Line® dataset from the US Census Bureau"
"AMERICAN PULVERIZER CO",16730,USA,"1319 MACKLIND AVE","SAINT LOUIS","ST. LOUIS (CITY)",MO,631101433,38.625027,-90.276452,1,rooftop,"1319 Macklind Ave",,"Saint Louis, MO 63110",1319,"Macklind Ave",,,"Saint Louis",MO,"St. Louis City",63110,US,"City of St Louis"
"SONIAT & WILLOW INC",16440,USA,"11339 OXNARD ST APT C","NORTH HOLLYWOOD","LOS ANGELES",CA,916064290,34.17956,-118.37832,1,rooftop,"11339 W Oxnard St","Apt C","North Hollywood, CA 91606",11339,"W Oxnard St",Apt,C,"North Hollywood",CA,"Los Angeles County",91606,US,"City of Los Angeles (CC0 1.0)"
"EMERALD CITY MOVING & STORAGE LLC",16438.5,USA,"18325 SEGALE PARK DRIVE B",TUKWILA,KING,WA,98188,47.436723,-122.259535,1,rooftop,"18325 Segale Park Dr B",,"Seattle, WA 98188",18325,"Segale Park Dr B",,,Seattle,WA,"King County",98188,US,King
"CITY OF KANSAS CITY",16401.36,USA,"414 E 12TH ST FL 3","KANSAS CITY",JACKSON,MO,641062702,39.100386,-94.577919,1,rooftop,"414 E 12th St","Fl 3","Kansas City, MO 64106",414,"E 12th St",Fl,3,"Kansas City",MO,"Jackson County",64106,US,"City of Kansas City"
"PREVOST CAR (US) INC.",16303.04,USA,"7900 NATIONAL SERVICE RD",GREENSBORO,GUILFORD,NC,274099416,36.082053,-79.967313,1,rooftop,"7900 National Service Rd",,"Greensboro, NC 27409",7900,"National Service Rd",,,Greensboro,NC,"Guilford County",27409,US,"City of Greensboro"
"OLIN CORP",16221.37,USA,"600 POWDER MILL RD","EAST ALTON",MADISON,IL,620241273,39.005534,-89.505143,0.42,nearest_rooftop_match,"684 Powder Ave",,"Sorento, IL 62086",684,"Powder Ave",,,Sorento,IL,"Bond County",62086,US,Bond
"REGENTS OF THE UNIVERSITY OF MINNESOTA",16120,USA,"200 OAK ST SE # 224",MINNEAPOLIS,HENNEPIN,MN,554552009,44.9754,-93.227781,1,rooftop,"200 Oak St SE",224,"Minneapolis, MN 55455",200,"Oak St SE",,224,Minneapolis,MN,"Hennepin County",55455,US,Hennepin
"RAC GENERAL CONTRACTORS, LLC",16105.5,USA,"7130 DESILU DR UNIT C","SAN ANTONIO",BEXAR,TX,782402429,29.501886,-98.595606,1,rooftop,"7130 Desilu Dr","Unit C","San Antonio, TX 78240",7130,"Desilu Dr",Unit,C,"San Antonio",TX,"Bexar County",78240,US,"City of San Antonio"
"VCLOUD TECH INC",15629.76,USA,"609 DEEP VALLEY DR STE 200","ROLLING HILLS ESTATES","LOS ANGELES",CA,902743614,33.770732,-118.372752,1,rooftop,"609 Deep Valley Dr","Ste 200","Rolling Hills Estates, CA 90274",609,"Deep Valley Dr",Ste,200,"Rolling Hills Estates",CA,"Los Angeles County",90274,US,"Los Angeles (Los Angeles County license to copy, publish, distribute and/or transmit the Data, to adapt the Data and to exploit the Data for commercial and/or personal use)"
"AERICO INC",15284.56,USA,"1253 N OLD RAND RD",WAUCONDA,LAKE,IL,600841159,42.279199,-88.151847,1,rooftop,"1253 N Old Rand Rd",,"Wauconda, IL 60084",1253,"N Old Rand Rd",,,Wauconda,IL,"Lake County",60084,US,Lake
"COUNTY OF CLACKAMAS",15260,USA,"2051 KAEN RD","OREGON CITY",CLACKAMAS,OR,970451819,45.332921,-122.598746,1,rooftop,"2051 Kaen Rd",,"Oregon City, OR 97045",2051,"Kaen Rd",,,"Oregon City",OR,"Clackamas County",97045,US,"City of Oregon City (Oregon City GIS)"
"WRIGHT LINE LLC",15236.69,USA,"160 GOLD STAR BLVD",WORCESTER,WORCESTER,MA,16062709,42.293643,-71.80153,1,rooftop,"160 Gold Star Blvd",,"Worcester, MA 01606",160,"Gold Star Blvd",,,Worcester,MA,"Worcester County",01606,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"TEREX CORPORATION",15119.86,USA,"150 RIVERSIDE PKWY STE 203",FREDERICKSBURG,STAFFORD,VA,224061094,38.336013,-77.498185,1,rooftop,"150 Riverside Pkwy","Ste 203","Fredericksburg, VA 22406",150,"Riverside Pkwy",Ste,203,Fredericksburg,VA,"Stafford County",22406,US,Stafford
"MIAMI TRIBAL SYSTEMS INTEGRATORS, LLC",15114.97,USA,"1950 ROLAND CLARKE PL",RESTON,FAIRFAX,VA,201911414,38.949631,-77.350872,1,rooftop,"1950 Roland Clarke Pl",,"Reston, VA 20191",1950,"Roland Clarke Pl",,,Reston,VA,"Fairfax County",20191,US,Fairfax
"FRANK'S SUPPLY COMPANY, INC",14960,USA,"3311 STANFORD DR NE",ALBUQUERQUE,BERNALILLO,NM,871072017,35.117684,-106.617121,1,rooftop,"3311 Stanford Dr NE",,"Albuquerque, NM 87107",3311,"Stanford Dr NE",,,Albuquerque,NM,"Bernalillo County",87107,US,Albuquerque
